genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin
Paraliobacillus sediminis,1885916,126C4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paraliobacillus,,39.6,,KU870235,54.6,4.0,29.0,28.0,30.0,40.0,36.0
Pseudoflavitalea rhizosphaerae,1884793,T16R-265,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,,46.2,,KU379667,52.1,10.0,29.0,28.0,30.0,40.0,30.0
Terrimonas terrae,1864941,T16R-129,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,,46.0,,KX417306,51.0,15.0,29.0,28.0,30.0,40.0,25.0
Rhodococcus humicola,1769756,UC33,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,68.8,,KT301939,58.3,10.0,29.0,28.0,30.0,40.0,30.0
Rhodococcus pedocola,1769755,UC12,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,72.7,,KT301938,58.8,10.0,29.0,28.0,30.0,40.0,30.0
Acinetobacter refrigeratoris,1433544,WB1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,KF709454,53.5,10.0,29.0,28.0,30.0,40.0,30.0
Brumimicrobium aurantiacum,1737063,N62,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium,,35.3,,KR528475,52.2,4.0,29.0,28.0,30.0,40.0,36.0
Lysobacter chengduensis,1685412,CF21,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,68.7,,KP756904,55.7,10.0,29.0,28.0,30.0,40.0,30.0
Brachybacterium huguangmaarense,1652028,M1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,71.0,,JX398975,57.5,18.0,29.0,28.0,30.0,40.0,22.0
Ferrovibrio xuzhouensis,1576914,LM-6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferrovibrio,,66.5,,KM978211,55.7,10.0,29.0,28.0,30.0,40.0,30.0
Streptomyces polymachus,1550619,T258,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69.2,,KM229363,58.5,10.0,29.0,28.0,30.0,40.0,30.0
Psychrobacillus soli,1543965,NHI-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,,36.0,,KJ956929,54.7,-2.0,29.0,28.0,30.0,40.0,42.0
Pseudoflavitalea soli,1542729,KIS20-3,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,,55.7,,KM007101,52.0,10.0,29.0,28.0,30.0,40.0,30.0
Bacillus polymachus,1508806,T515,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,40.5,,KJ995984,55.2,20.0,29.0,28.0,30.0,40.0,20.0
Parasegetibacter terrae,1503749,SGM2-10,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasegetibacter,,46.7,,KJ634465,52.1,10.0,29.0,28.0,30.0,40.0,30.0
Martelella endophytica,1486262,YC6887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,GCA_000960975.1,62.1,4.8,HM800924,54.9,4.0,29.0,28.0,30.0,40.0,36.0
Parafilimonas terrae,1465490,5GHs7-2,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parafilimonas,,47.6,,KF934397,50.4,15.0,29.0,28.0,30.0,40.0,25.0
Paracoccus pacificus,1463598,F14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,61.4,,KF924610,55.3,4.0,29.0,28.0,30.0,40.0,36.0
Mangrovibacter plantisponsor,451513,MSSRF40,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,,50.1,,EF643377,55.1,15.0,29.0,28.0,30.0,40.0,25.0
Domibacillus indicus,1437523,SD111,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,,37.4,,KF732820,56.4,10.0,29.0,28.0,30.0,40.0,30.0
Sphingobacterium yanglingense,1437280,CCNWSP36-1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,41.1,,KF735812,52.0,10.0,29.0,28.0,30.0,40.0,30.0
Chenggangzhangella methanolivorans,1437009,CHL1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Chenggangzhangella,,70.4,,KF726142,56.1,5.0,29.0,28.0,30.0,40.0,35.0
Sphingobium xanthum,1387165,JZ-1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,64.2,,FJ686047,54.8,15.0,29.0,28.0,30.0,40.0,25.0
Vibrio panuliri,1381081,LBS2,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,45.3,,KF487035,53.7,16.0,29.0,28.0,30.0,40.0,24.0
Brevundimonas albigilva,1312364, NHI-13,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,68.0,,KC733808,54.6,4.0,29.0,28.0,30.0,40.0,36.0
Mesorhizobium soli,1295366,NHI-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,GCA_008727715.1,63.2,6.0,KC484966,56.9,15.0,29.0,28.0,30.0,40.0,25.0
Pseudoalteromonas shioyasakiensis,1190813,SE3,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,46.9,,AB720724,53.2,5.0,29.0,28.0,30.0,40.0,35.0
Saccharicrinis carchari,1168039,SS12,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,,40.0,,JQ683776,51.2,10.0,29.0,28.0,30.0,40.0,30.0
Homoserinibacter gongjuensis,1162968, 5GH26-15,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinibacter,,69.3,,JQ639055,56.5,15.0,29.0,28.0,30.0,40.0,25.0
Methylopila musalis,1134781,MUSA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,,64.5,,JQ173144,55.6,16.0,29.0,28.0,30.0,40.0,24.0
Nonomuraea muscovyensis,1124761,FMN03,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,69.6,,JN896617,60.1,28.0,29.0,28.0,30.0,40.0,12.0
Caballeronia grimmiae,1071679,R27,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,,64.6,,JN256678,55.6,10.0,29.0,28.0,30.0,40.0,30.0
Janibacter indicus,857417,0704P10-1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,GCA_001889125.1,71.2,3.4,HM222655,57.0,15.0,29.0,28.0,30.0,40.0,25.0
Agromyces indicus,758919,NIO-1018,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,,71.8,,HM036655,56.7,10.0,29.0,28.0,30.0,40.0,30.0
Caenimonas terrae,696074,SGM1-15,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,,68.7,,GU181268,54.7,10.0,29.0,28.0,30.0,40.0,30.0
Halomonas daqiaonensis,650850,YCSA28,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,63.7,,FJ984862,56.9,5.0,29.0,28.0,30.0,40.0,35.0
Paracoccus niistensis,632935,NII-0918,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,66.6,,FJ842690,56.9,10.0,29.0,28.0,30.0,40.0,30.0
Chitinophaga niabensis,536979,JS13-10,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,47.0,,EU714259,51.1,5.0,29.0,28.0,30.0,40.0,35.0
Paenochrobactrum glaciei,486407,Pi26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum,,,,AB369864,54.4,5.0,29.0,28.0,30.0,40.0,35.0
Kaistia soli,446684,5YN9-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,67.0,,EF592609,55.4,5.0,29.0,28.0,30.0,40.0,35.0
Gilvimarinus chinensis,396005,QM42,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,,51.9,,DQ822530,54.2,4.0,29.0,28.0,30.0,40.0,36.0
Zeaxanthinibacter enoshimensis,392009,TD-ZE3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,,46.5,,AB264057,53.5,16.0,29.0,28.0,30.0,40.0,24.0
Streptomyces marokkonensis,324855,Ap1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,70.0,,AJ965470,59.2,15.0,29.0,28.0,30.0,40.0,25.0
Rhodococcus yunnanensis,278209,YIM 70056,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,63.5,,AY602219,58.2,10.0,29.0,28.0,30.0,40.0,30.0
Starkeya koreensis,266121,Jip08,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,,69.0,,AB166877,56.3,4.0,29.0,28.0,30.0,40.0,36.0
Arcicella aquatica,217141,NO-502,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Arcicella,,34.5,,AJ535729,48.8,4.0,29.0,28.0,30.0,40.0,36.0
Angulomicrobium amanitiforme,217069,NCIMB 1785,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Angulomicrobium,,60.6,,AJ535709,55.9,15.0,29.0,28.0,30.0,40.0,25.0
Sulfurovum lithotrophicum,206403,42BKT,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum,GCA_000987835.1,44.3,2.2,AB091292,51.0,10.0,29.0,28.0,30.0,40.0,30.0
Ammoniphilus oxalaticus,66863,RAOx- 1 ,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,,45.5,,Y14578,55.3,10.0,29.0,28.0,30.0,40.0,30.0
Paenibacillus chondroitinus,59842,DSM 5051,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,47.5,,AB073206,54.2,5.0,29.0,28.0,30.0,40.0,35.0
Paenibacillus alginolyticus,59839,DSM 5050,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48.0,,AB073362,54.5,5.0,29.0,28.0,30.0,40.0,35.0
Paenibacillus pabuli,1472,DSM 3036,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,49.0,,AB073191,54.7,5.0,29.0,28.0,30.0,40.0,35.0
Pseudoalteromonas profundi,1774956,TP162,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,46.7,,KT900238,53.6,10.0,28.5,27.0,30.0,40.0,30.0
Sphingorhabdus contaminans,1343899,JC216,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,55.0,,HG008904,53.2,15.0,28.5,27.0,30.0,40.0,25.0
Methanoculleus chikugoensis,118126,MG62,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,,62.2,,AB038795,56.1,15.0,27.5,25.0,30.0,40.0,25.0
Alishewanella alkalitolerans,2071989,LNK-7.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,,,KX449147,53.1,5.0,27.5,25.0,30.0,40.0,35.0
Asticcacaulis tiandongensis,2565365,3.1105,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,,56.0,,MH605318,54.7,10.0,27.5,25.0,30.0,40.0,30.0
Camelliibacillus cellulosilyticus,2174486,THG-YT1,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Camelliibacillus,,53.5,,MG786604,56.3,10.0,27.5,25.0,30.0,40.0,30.0
Antarcticibacterium flavum,2058175,JB01H24,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,GCA_006159205.1,40.9,4.4,KY985303,50.4,4.0,27.5,25.0,30.0,40.0,36.0
Castellaniella fermenti,2052944,YTH191,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,,62.2,,KX988314,54.0,15.0,27.5,25.0,30.0,40.0,25.0
Thalassotalea profundi,2036687,YM155,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,,36.1,,KY381897,52.5,4.0,27.5,25.0,30.0,40.0,36.0
Oceanisphaera marina,2017550,YM319,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,,54.8,,KX675452,54.3,5.0,27.5,25.0,30.0,40.0,35.0
Oceanispirochaeta sediminicola,1969108,SY2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceanispirochaeta,,53.5,,LT821384,52.9,10.0,27.5,25.0,30.0,40.0,30.0
Nioella sediminis,1912092,JS7-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nioella,,63.4,,KY012322,55.6,10.0,27.5,25.0,30.0,40.0,30.0
Bacillus capparidis,1840411,EGI 6500252,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.9,,KY003162,55.9,10.0,27.5,25.0,30.0,40.0,30.0
Salsuginimonas clara,1834039,LSN-49,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Salsuginimonas,,51.0,,LT555402,53.4,20.0,27.5,25.0,30.0,40.0,20.0
Streptomyces zhihengii,1818004,YIM T102,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,70.7,,KU936048,59.0,10.0,27.5,25.0,30.0,40.0,30.0
Paracoccus acridae,1795310,SCU-M53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,60.6,,KT634253,56.5,10.0,27.5,25.0,30.0,40.0,30.0
Sulfitobacter faviae,1775881,S5-53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,61.0,,KT444698,55.1,10.0,27.5,25.0,30.0,40.0,30.0
Phenylobacterium aquaticum,1763816,W2-3-4,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,68.7,,KT309087,55.3,18.0,27.5,25.0,30.0,40.0,22.0
Arenimonas aestuarii,1708347,S2-21,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,,62.2,,KT619125,56.7,15.0,27.5,25.0,30.0,40.0,25.0
Akkermansia glycaniphila,1679444,Pyt,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,GCA_900097105.1,57.6,3.1,KT254068,55.9,15.0,27.5,25.0,30.0,40.0,25.0
Saccharothrix lopnurensis,1670621,YIM LPA2h,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,75.0,,KP992900,59.3,15.0,27.5,25.0,30.0,40.0,25.0
Pseudoruegeria aestuarii,1663016,MME-001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,,62.0,,KP410678,55.7,15.0,27.5,25.0,30.0,40.0,25.0
Nioella aestuarii,1662864,MME-018,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nioella,,61.0,,KP410676,55.9,4.0,27.5,25.0,30.0,40.0,36.0
Amycolatopsis silviterrae,1656914,C12CA1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,69.8,,KR818707,58.9,15.0,27.5,25.0,30.0,40.0,25.0
Vibrio algivorus,1667024,SA2,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,40.7,,LC060680,53.5,4.0,27.5,25.0,30.0,40.0,36.0
Bordetella tumbae,1649139,T6713-1-3b ,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,60.0,,LC053656,54.9,10.0,27.5,25.0,30.0,40.0,30.0
Bordetella muralis,1649130,T6220-3-2b ,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,,59.8,,LC053647,54.9,10.0,27.5,25.0,30.0,40.0,30.0
Martelella limonii,1647649,YC7034,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,,62.2,,KR233160,55.2,4.0,27.5,25.0,30.0,40.0,36.0
Martelella suaedae,1647648,YC7033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,,52.8,,KR233159,54.7,10.0,27.5,25.0,30.0,40.0,30.0
Feifantangia zhejiangensis,1632026,NMD7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Feifantangia,,40.8,,KT715600,51.1,4.0,27.5,25.0,30.0,40.0,36.0
Roseivirga marina,1632024,PSR,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,,49.3,,KP261822,52.4,4.0,27.5,25.0,30.0,40.0,36.0
Rhodanobacter aciditrophus,1623218,sjH1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,69.2,,KP126755,56.9,20.0,27.5,25.0,30.0,40.0,20.0
Lacimicrobium alkaliphilum,1526571,X13M-12,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Lacimicrobium,GCA_001466725.1,50.6,4.4,KJ782426,54.2,4.0,27.5,25.0,30.0,40.0,36.0
Chelatococcus reniformis,1494448,B2974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,,64.0,,KJ469373,56.7,5.0,27.5,25.0,30.0,40.0,35.0
Vogesella amnigena,1507449,Npb-02T,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,,64.1,,LK056648,55.0,15.0,27.5,25.0,30.0,40.0,25.0
Oricola cellulosilytica,1429082,CC-AMH-0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Oricola,,63.3,,KF582604,56.0,20.0,27.5,25.0,30.0,40.0,20.0
Marinobacter salarius,1420917,R9SW1 ,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,GCA_000831005.1,57.1,4.6,KJ547705,55.2,4.0,27.5,25.0,30.0,40.0,36.0
Marinobacter similis,1420916,A3d10,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,GCA_000830985.1,57.6,4.0,KJ547704,54.8,4.0,27.5,25.0,30.0,40.0,36.0
Aquimarina versatilis,1417658,CBA3207,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,,38.8,,KF612582,49.1,10.0,27.5,25.0,30.0,40.0,30.0
Pedobacter ureilyticus,1393051,THG-T11,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,38.4,,KF532135,53.6,4.0,27.5,25.0,30.0,40.0,36.0
Sphingobacterium changzhouense,1324946,N7,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,40.9,,KC843944,51.8,10.0,27.5,25.0,30.0,40.0,30.0
Salinisphaera halophila,1304158,YIM 95161,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,69.5,,JN020587,55.0,15.0,27.5,25.0,30.0,40.0,25.0
Xenophilus arseniciresistens,1283306,YW8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,,69.3,,KC010298,55.2,4.0,27.5,25.0,30.0,40.0,36.0
Actinoplanes siamensis,1223317,A-T 6646,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,72.0,,JX283293,59.5,25.0,27.5,25.0,30.0,40.0,15.0
Pontibacter odishensis,1157300,JC130,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,47.5,,HE681883,58.4,10.0,27.5,25.0,30.0,40.0,30.0
Erythrobacter odishensis,1155476,JA747,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,59.5,,HE680094,53.7,12.0,27.5,25.0,30.0,40.0,28.0
Pedobacter hainanensis,1136065,13-Q,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,42.7,,JQ083404,52.5,10.0,27.5,25.0,30.0,40.0,30.0
Undibacterium squillarum,1131567,CMJ-15,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,,52.2,,HE648174,53.6,20.0,27.5,25.0,30.0,40.0,20.0
Litoribaculum gwangyangense,1130722,GY12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Litoribaculum,,34.8,,JN642271,50.2,15.0,27.5,25.0,30.0,40.0,25.0
Halomonas zhanjiangensis,1121960,JSM 078169,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,55.8,,FJ429198,55.7,4.0,27.5,25.0,30.0,40.0,36.0
Pseudoalteromonas hodoensis,1081601,H7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,45.8,,JN578478,53.1,15.0,27.5,25.0,30.0,40.0,25.0
Kangiella taiwanensis,1079179,KT1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,43.9,,JN559389,52.8,15.0,27.5,25.0,30.0,40.0,25.0
Kangiella marina,1079178,KM1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,46.3,,JN559388,52.2,15.0,27.5,25.0,30.0,40.0,25.0
Pedobacter kyungheensis,1069985,THG-T17,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,42.4,,JN196132,51.3,4.0,27.5,25.0,30.0,40.0,36.0
Janibacter alkaliphilus,1069963,SCSIO 10480,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,,70.1,,JN160681,57.1,20.0,27.5,25.0,30.0,40.0,20.0
Gemmobacter lanyuensis,1054497,Orc-4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,,63.5,,JN104393,55.5,15.0,27.5,25.0,30.0,40.0,25.0
Chitinophaga oryziterrae,1031224,YC7001,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,41.3,,JF710262,50.1,15.0,27.5,25.0,30.0,40.0,25.0
Aestuariibaculum suncheonense,1028745,SC17,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aestuariibaculum,,46.4,,JF751043,50.4,5.0,27.5,25.0,30.0,40.0,35.0
Roseomonas riguiloci,940141,03SU10-P,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,68.0,,HQ436503,59.0,15.0,27.5,25.0,30.0,40.0,25.0
Pseudomonas nitritireducens,915472,WZBFD3-5A2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,62.0,,HM246143,54.2,15.0,27.5,25.0,30.0,40.0,25.0
Bacillus xiaoxiensis,766895,JSM 081004,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,40.1,,HM054474,54.5,5.0,27.5,25.0,30.0,40.0,35.0
Shewanella dokdonensis,712036,UDC329,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,50.2,,GQ245918,54.1,10.0,27.5,25.0,30.0,40.0,30.0
Microbulbifer marinus,658218,Y215,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,,54.0,,GQ262812,54.8,15.0,27.5,25.0,30.0,40.0,25.0
Fibrella aestuarina,651143,BUZ 2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,,56.5,,GQ141052,55.0,10.0,27.5,25.0,30.0,40.0,30.0
Pseudoalteromonas donghaensis,621376,HJ51,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_003515105.1,41.6,4.7,FJ754319,52.6,4.0,27.5,25.0,30.0,40.0,36.0
Paracoccus isoporae,591205,SW-3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,63.7,,FJ593906,54.9,4.0,27.5,25.0,30.0,40.0,36.0
Sporosarcina luteola,582850,Y1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,43.6,,AB473560,56.2,10.0,27.5,25.0,30.0,40.0,30.0
Vibrio galatheae,579748,S2757,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,45.3,,FJ457478,54.1,15.0,27.5,25.0,30.0,40.0,25.0
Zhihengliuella salsuginis,578222,JSM 071043,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Zhihengliuella,,67.8,,FJ425902,56.6,10.0,27.5,25.0,30.0,40.0,30.0
Halobacillus hunanensis,578214,JSM 071077,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,,41.8,,FJ425898,55.7,10.0,27.5,25.0,30.0,40.0,30.0
Marinobacterium lutimaris,568106,AN9,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,,58.0,,FJ230839,54.1,15.0,27.5,25.0,30.0,40.0,25.0
Henriciella litoralis,568102,SD10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,,55.2,,FJ230835,53.6,15.0,27.5,25.0,30.0,40.0,25.0
